Unnamed: 0,HSN_code,name_of_commodity,chapter_no,sch,gst
2208,2903.69.20,Benzal chloride (Benzyl dichloride),29.0,IV,18%
2209,2903.69.30,Benzo trichloride,29.0,IV,18%
2210,,,,,
2211,2903.69.40,Benzye chloride,29.0,IV,18%
2212,2903.69.50,Parachloro-toluene (4-Chloromethyl benzene),29.0,IV,18%
2213,2903.69.60,Napthalene chlorinated,29.0,IV,18%
2214,2903.69.70,Chlorofluoro aniline,29.0,IV,18%
2215,2904.00.00,"Sulphonated, nitrated or nitrosated derivatives
of hydrocarbons, whether or not halogenated",29.0,IV,18%
2216,2904.10.00,"Sulfonated derivatives of hydrocarbons, their
salts and ethyl esters",29.0,IV,18%
2217,2904.10.10,Benzene sulphonic acid,29.0,IV,18%
2218,2904.10.20,"Napthalene disulphonic acid (Armsstrong's
Acid)1,5",29.0,IV,18%
2219,2904.10.30,Napthalene sulphonic acid,29.0,IV,18%
2220,2904.10.40,Vinyl sulphone,29.0,IV,18%
2221,2904.20.00,"Sulfonated derivatives of hydrocarbons, their
salts and ethyl esters",29.0,IV,18%
2222,2904.20.10,Nitrobenzene,29.0,IV,18%
2223,2904.20.20,Meta dintrobenzene,29.0,IV,18%
2224,2904.20.30,Meta nitrotoluene,29.0,IV,18%
2225,2904.20.40,Ortho nitrotoluene,29.0,IV,18%
2226,2904.20.50,Paranitrotoluene,29.0,IV,18%
2227,2904.20.60,Dinitrotoluene,29.0,IV,18%
2228,2904.90.00,"Other sulfonated, nitrated, nitrosated
derivatives of hydrocarbons",29.0,IV,18%
2229,2904.90.10,"Dichlorobenzene 2,5",29.0,IV,18%
2230,2904.90.20,Dinitrochlorobenzene,29.0,IV,18%
2231,2904.90.30,Meta nitrochlorobenzene,29.0,IV,18%
2232,2904.90.40,Ortho nitrochlorobenzene,29.0,IV,18%
2233,2904.90.50,Paranitrochlororbenzene,29.0,IV,18%
2234,2904.90.60,Nitro-chlorotoluene-2,29.0,IV,18%
2235,2904.90.70,Sodium meta mtrobenzene sulphonate,29.0,IV,18%
2236,2904.90.80,Choropicrin (Tricholoronitro-Methane),29.0,IV,18%
2237,2905.00.00,"Acyclic alcohols and their halogenated,
sulphonated, nitrated or nitrosated derivatives",29.0,IV,18%
2238,2905.11.00,Methanol (methyl alcohol),29.0,IV,18%
2239,2905.12.00,"Propan-1-01 (propyl alcohol), propan-2-
01(isopropyl alcohol)",29.0,IV,18%
2240,2905.13.00,Butan-1-01 (n-butyl alcohol),29.0,IV,18%
2241,2905.14.00,Other butanols,29.0,IV,18%
2242,2905.14.10,"Ethambutol, Ethambutol HCL",29.0,IV,18%
2243,2905.14.20,Salbutamol Sulphate,29.0,IV,18%
2244,2905.14.30,Amino Butanol,29.0,IV,18%
2245,2905.15.00,Amyl Alchohol,29.0,IV,18%
2246,2905.15.00,Pentanol,29.0,IV,18%
2247,,,,,
2248,2905.15.00,Pentanol (amyl alcohol) and isomers thereof,29.0,IV,18%
2249,2905.16.00,Octanol (octyl alcohol) and isomers thereof,29.0,IV,18%
2250,2905.16.10,Dimethyl octanol,29.0,IV,18%
2251,2905.16.20,2-Ethyl Hexanol,29.0,IV,18%
2252,2905.17.00,"Dodecan-1-01, hexadecan-1-01, octadecan-1-
01",29.0,IV,18%
2253,2905.19.00,Other saturated monohydric alcohols,29.0,IV,18%
2254,2905.19.10,"2-Butanol, 3, 3-Dimethyl",29.0,IV,18%
2255,2905.21.00,Allyl alcohol,29.0,IV,18%
2256,2905.22.00,Acyclic terpene alcohols,29.0,IV,18%
2257,2905.22.10,Citranellol,29.0,IV,18%
2258,2905.22.20,Geraniol,29.0,IV,18%
2259,2905.22.30,Linalool,29.0,IV,18%
2260,2905.22.40,Rhodinol,29.0,IV,18%
2261,2905.29.00,Other unsaturated monohydric alcohols,29.0,IV,18%
2262,2905.31.00,Ethylene glycol (ethanediol),29.0,IV,18%
2263,2905.32.00,"Propylene glycol (propane-1, 2-diol)",29.0,IV,18%
2264,2905.39.00,Other diols,29.0,IV,18%
2265,2905.41.00,"Ethy1(2), 2- (hydroxymethyl)propane-1, 3-
diol(trimethylolpropane)",29.0,IV,18%
2266,2905.42.00,Pentaerythritol,29.0,IV,18%
2267,2905.43.00,Mannitol,29.0,IV,18%
2268,2905.44.00,D-glucitol (sorbitol),29.0,IV,18%
2269,2905.44.00,Sorbitol I.P,29.0,IV,18%
2270,2905.45.00,Glycerol,29.0,IV,18%
2271,2905.49.00,Other polyhydric alcohols,29.0,IV,18%
2272,2905.50.00,"Halogenated, sulfonated, nitrated derivatives
of acyclic alcohols",29.0,IV,18%
2273,2905.51.00,Ethchlorvynol (INN),29.0,IV,18%
2274,2906.00.00,"Cyclic Alcohols and their Halogenated,
Sulphonated, Nitrated or Nitrosated Derivatives",29.0,IV,18%
2275,2906.11.00,Menthol,29.0,IV,18%
2276,2906.12.00,"Cyclohexanol, methylcyclohexanols,
dimethylcyclohexanols",29.0,IV,18%
2277,2906.13.00,Sterols and inositols,29.0,IV,18%
2278,2906.13.10,Cholesterol,29.0,IV,18%
2279,2906.13.90,Sterols and inositols: Other,29.0,IV,18%
2280,2906.14.00,Terpineols,29.0,IV,18%
2281,2906.19.00,"Other cyclanic, cyclenic, cycloterpenic alcohol",29.0,IV,18%
2282,2906.19.10,Borneol,29.0,IV,18%
2283,2906.21.00,Benzyl alcohol,29.0,IV,18%
2284,2906.29.00,Other aromatic alcohol,29.0,IV,18%
2285,,,,,
2286,2906.29.10,Clinnamic alcohol,29.0,IV,18%
2287,2906.29.20,Phenylethyl alcohol,29.0,IV,18%
2288,2907.00.00,"Phenols, phenol-alcohols",29.0,IV,18%
2289,2907.11.00,Phenol (hydroxybenzene) and its salts,29.0,IV,18%
2290,2907.11.10,"Phenol, as Pure Carbolic Acid",29.0,IV,18%
2291,2907.12.00,Cresols and their salts,29.0,IV,18%
2292,2907.12.10,Para Cresols (P-Cresols),29.0,IV,18%
2293,2907.12.20,Cresylic acid,29.0,IV,18%
2294,2907.13.00,"Octylphenol, nonylphenol and their isomers;
salts thereof",29.0,IV,18%
2295,2907.14.00,Xylenols and their salts,29.0,IV,18%
2296,2907.15.00,Nsphthols and their salts,29.0,IV,18%
2297,2907.15.10,Alpha Naphthols,29.0,IV,18%
2298,2907.15.20,Beta Naphthols,29.0,IV,18%
2299,2907.19.10,O-Phenyl Phenols,29.0,IV,18%
2300,2907.19.20,P-Phenyl Phenols,29.0,IV,18%
2301,2907.19.30,Thymol,29.0,IV,18%
2302,2907.19.40,Para Tertiary Butyl Phenol,29.0,IV,18%
2303,2907.19.50,Alkyl phenols,29.0,IV,18%
2304,2907.21.00,Resorcinol and its salts,29.0,IV,18%
2305,2907.22.00,Hydroquinone (quinol) and its salts,29.0,IV,18%
2306,2907.23.00,"Isopropylidenediphenol-4, 4' (bisphenol a,
diphenylolpropane), its salts",29.0,IV,18%
2307,2907.29.10,"1,5- Dihydroxy naphthalene",29.0,IV,18%
2308,2907.30.00,Phenol-alcohols,29.0,IV,18%
2309,2908.00.00,"Halogenated, sulphonated, nitrated or
nitrosated derivatives of phenols or phenol-
alcohols",29.0,IV,18%
2310,2908.10.00,"Halogenated derivatives of phenols or phenol-
alcohols, their salts",29.0,IV,18%
2311,2908.11.00,Pentachlorophenol (ISO),,IV,18%
2312,2908.20.00,"Sulfonated derivatives of phenols or phenol-
alcohol, their salts, esters",29.0,IV,18%
2313,2908.20.10,"Phenol sulphonic acids, Naphthol sulphonic
acids",29.0,IV,18%
2314,2908.20.21,G acid (2-naphthol-6) 8 disulphonic acid,29.0,IV,18%
2315,2908.20.22,Salts of G acid,29.0,IV,18%
2316,2908.20.23,Beta naphthol sulphonic acids,29.0,IV,18%
2317,2908.20.24,"Nevile-winther acid (1-naphthol 4 sulphonic
acid)",29.0,IV,18%
2318,2908.20.25,Schaeffer acide (2-Naphthol-6-sulphonic acid),29.0,IV,18%
2319,2908.20.26,"R acid (2-Naphthol 3, 6 disulphonic acid) and
its di sodium salt and salt of R acid",29.0,IV,18%
2320,,,,,
2321,2908.20.27,"Chromotropic acid (1,8 -
dihydrozynaphthalene 3, 6-disulfonic acid)",29.0,IV,18%
2322,2908.90.00,"Nitrated or nitrosated derivatives of phenols
or phenol-alcohols",29.0,IV,18%
2323,2908.90.10,Para nitrophenol,29.0,IV,18%
2324,2908.90.20,Musk xylol,29.0,IV,18%
2325,2908.99.10,Para Nitrophenol,29.0,IV,18%
2326,2908.99.20,Musk xylol,29.0,IV,18%
2327,2909.00.00,"Ethers, ether-alcohols, ether-phenols,
etheralcohol- phenols, alcohol peroxides,
ether peroxides, ketone peroxides (whether or
not chemically defined), and their
halogenated, sulphonated, nitrated or
nitrosated derivatives",29.0,IV,18%
2328,2909.11.00,Diethyl ether,29.0,IV,18%
2329,2909.19.00,"Other acyclic ethers, their halogenated,
sulfonated, nitrated derivatives",29.0,IV,18%
2330,2909.20.00,"Cyclanic, cyclenic, cycloterpenic ethers, their
derivatives (halogenated, sulfonated, nitrated)",29.0,IV,18%
2331,2909.30.00,"Aromatic ethers, their halogenated,
sulfonated, nitrated derivatives",29.0,IV,18%
2332,2909.30.11,"Chloro-4, -2 nitro anisole",29.0,IV,18%
2333,2909.30.12,Ortho nitro anisole,29.0,IV,18%
2334,2909.30.20,Diphenyl oxide,29.0,IV,18%
2335,2909.30.30,Musk ambrette,29.0,IV,18%
2336,2909.41.00,"Oxydiethanol (diethylene glycol, digol)-2, 2'",29.0,IV,18%
2337,2909.42.00,"Monomethyl ethers of ethylene glycol or of
diethylene glycol",29.0,IV,18%
2338,2909.43.00,"Monobutyl ethers of ethylene glycol or of
diethylene glycol",29.0,IV,18%
2339,2909.44.00,"Other monoalkyl ethers of ethylene glycol or
of diethylene glycol",29.0,IV,18%
2340,2909.49.00,"Other other-alcohols, their halogenated,
sulfonated, nitrated derivatives",29.0,IV,18%
2341,2909.50.00,"Ether-phenols, ether-alcohol-phenols, their
halogenated, sulfonated derivatives",29.0,IV,18%
2342,2909.50.10,Guaiacol,29.0,IV,18%
2343,2909.50.20,Isoeugenol,29.0,IV,18%
2344,2909.50.30,Guaiacol sulphonate,29.0,IV,18%
2345,2909.50.90,"Ether-phenols, ether-alcohol-phenols, their
halogenated, sulfonated derivatives: Others",29.0,IV,18%
2346,,,,,
2347,2909.60.00,"Alcohol peroxides, ether peroxides, ketone
peroxides,their derivatives (halogenated,
sulfonated)",29.0,IV,18%
2348,2910.00.00,"Epoxides, epoxyalcohols, epoxyphenols and
expoxyethers, with a three-membered ring,
and their halogenated, sulphonated, nitrated
or nitrosated derivatives.",29.0,IV,18%
2349,2910.10.00,Oxirane (ethylene oxide),29.0,IV,18%
2350,2910.11.19,Naptha,29.0,IV,18%
2351,2910.20.00,Methyloxirane (propylene oxide),29.0,IV,18%
2352,2910.30.00,"Chloro-2]1, 3-epoxypropane (epichlorohydrin)",29.0,IV,18%
2353,2910.40.00,"Dieldrin (ISO, INN)",,IV,18%
2354,2910.90.00,"Other epoxides, epoxyalcohols, epoxyphenols,
their halogenated, sulfonated derivatives",29.0,IV,18%
2355,2911.00 .00,"Acetals and hemiacetals, whether or not with
other oxygen function, and their halogenated,
sulphonated, nitrated or nitrosated derivatives",29.0,IV,18%
2356,2911.00.10,"Acetals and hemiacetals whether or not with
other oxygen function",29.0,IV,18%
2357,2911.00.90,Others,29.0,IV,18%
2358,2912.00.00,"Aldehydes, whether or not with other oxygen
function; cyclic polymers of aldehydes",29.0,IV,18%
2359,2912.11.00,Methanal (formaldehyde),29.0,IV,18%
2360,2912.12.00,Ethanal (acetaldehyde),29.0,IV,18%
2361,2912.13.00,"Butanal (butyraldehyde, normal isomer)",29.0,IV,18%
2362,2912.19.00,"Other acyclic aldehydes without oxygen
function",29.0,IV,18%
2363,2912.19.10,Crotonaldehyde,29.0,IV,18%
2364,2912.19.20,Heptaldehydes (heptanal),29.0,IV,18%
2365,2912.19.30,Benzaldehyde,29.0,IV,18%
2366,2912.21.00,Glyoxal,29.0,IV,18%
2367,2912.29.00,Other cyclic aldehydes without oxygen function,29.0,IV,18%
2368,2912.29.10,Cinnamicaldeyde,29.0,IV,18%
2369,2912.29.20,Phenyl acetaldeyde,29.0,IV,18%
2370,2912.30.00,Aldehyde-alcohols,29.0,IV,18%
2371,2912.41.00,Vanillin (4-hydroxy-3-methoxybenzaldehyde),29.0,IV,18%
2372,2912.42.00,"Ethylvanillin (3-ethoxy-4-
hydroxybenzaldehyde)",29.0,IV,18%
2373,2912.49.00,"Vanillin (4-hydroxy-3-methoxybenzaldehyde):
Other",29.0,IV,18%
2374,,,,,
2375,2912.49.10,Anisicaldehyde (anisaldehyde),29.0,IV,18%
2376,2912.49.20,Heliotropin (Piperonyl aldehyde),29.0,IV,18%
2377,2912.49.30,Thiacetazone,29.0,IV,18%
2378,2912.49.40,"Trimethoxy-benzaldehyde - 3,4,5",29.0,IV,18%
2379,2912.50.00,Cyclic polymers of aldehydes,29.0,IV,18%
2380,2912.60.00,Paraformaldehyde,29.0,IV,18%
2381,2913.00.00,"Halogenated, sulphonated, nitrated or
nitrosated derivatives of products of heading
2912.",29.0,IV,18%
2382,2913.00.10,Ortho-chloro-benzaldehyde,29.0,IV,18%
2383,2913.00.90,"Halogenated sulfonated, nitrated derivatives
of aldehyde-function compounds: Other",29.0,IV,18%
2384,2914.00.00,"Ketones and quinones, whether or not with
other oxygen function, and their halogenated,
sulphonated, nitrated or nitrosated derivatives",29.0,IV,18%
2385,2914.11.00,Acetone,29.0,IV,18%
2386,2914.12.00,Butanone (methyl ethyl ketone),29.0,IV,18%
2387,2914.13.00,"Methyl pentan-4, 2-one- (methyl isobutyl
ketone)",29.0,IV,18%
2388,2914.19.00,Other acyclic ketones without oxygen function,29.0,IV,18%
2389,2914.19.10,Isophoron,29.0,IV,18%
2390,2914.21.00,"Cyclanic, cyclenic or cycloterpenic ketones
without other oxygen function: Camphor",29.0,IV,18%
2391,2914.21.10,Natural Camphor,29.0,IV,18%
2392,2914.21.20,Camphor Lumpy,29.0,IV,18%
2393,2914.21.20,Camphor Tablets,29.0,IV,18%
2394,2914.21.20,Synthetic Camphor,29.0,IV,18%
2395,2914.22.00,"Cyclohexanone, methylcyclohexanones",29.0,IV,18%
2396,2914.23.00,"Ionones, methylionones",29.0,IV,18%
2397,2914.23.10,Beta-ionone,29.0,IV,18%
2398,2914.23.20,Pseudo ionone,29.0,IV,18%
2399,2914.29.00,"Other cyclanic, cyclenic, cycloterpenic ketones",29.0,IV,18%
2400,2914.29.10,L-caravone,29.0,IV,18%
2401,2914.29.90,Camphene,29.0,IV,18%
2402,2914.29.90,Camphor oil,29.0,IV,18%
2403,2914.30.00,"Aromatic ketones-3 without other oxygen
function",29.0,IV,18%
2404,2914.31.00,"Aromatic ketones without other oxygen
function : phenylacetone (phenylpropan-2-
one)",29.0,IV,18%
2405,2914.39.10,Aceto Phenone,29.0,IV,18%
2406,,,,,
2407,2914.39.20,Benzanthrone,29.0,IV,18%
2408,2914.39.30,Benzophenone,29.0,IV,18%
2409,2914.39.40,Dibenzanthrone (Violanthrone),29.0,IV,18%
2410,2914.41.00,"Hydroxy-4, 4-methylpentan-2-one (diacetone
alcohol)",29.0,IV,18%
2411,2914.49.00,"Other ketone-alcohols, ketone-aldehydes",29.0,IV,18%
2412,2914.50.00,"Ketone-phenols, ketones with other oxygen
function",29.0,IV,18%
2413,2914.61.00,Anthroquinone,29.0,IV,18%
2414,2914.69.00,Other quinones,29.0,IV,18%
2415,2914.69.10,"1,4- Dihydroxy Anthraquinone (Quinizarin)",29.0,IV,18%
2416,2914.69.20,Methyl Anthraquinone,29.0,IV,18%
2417,2914.70.00,"Halogenated, sulfonated, nitrated derivatives
of ketones and quinones",29.0,IV,18%
2418,2914.70.10,1-Chloro Anthra Quinone,29.0,IV,18%
2419,2914.70.20,Musk Ketone,29.0,IV,18%
2420,2915.00.00,"Saturated acyclic monocarboxylic acids and
their anhydrides, halides, peroxides and
peroxyacids; their halogenated, sulphonated,
nitrated or nitrosated derivatives",29.0,IV,18%
2421,2915.11.00,Formic acid,29.0,IV,18%
2422,2915.12.00,Salts of formic acid,29.0,IV,18%
2423,2915.12.10,Sodium formate,29.0,IV,18%
2424,2915.12.90,Others,29.0,IV,18%
2425,2915.13.00,Esters of formic acid,29.0,IV,18%
2426,2915.21.00,Acetic acid,29.0,IV,18%
2427,2915.22.00,Sodium acetate,29.0,IV,18%
2428,2915.23.00,Cobalt acetates,29.0,IV,18%
2429,2915.24.00,Acetic anhydride,29.0,IV,18%
2430,2915.29.00,Other salts of acetic acid,29.0,IV,18%
2431,2915.29.10,Calcium acetate,29.0,IV,18%
2432,2915.29.20,Maganesium acetate,29.0,IV,18%
2433,2915.29.30,Mangnese acetate,29.0,IV,18%
2434,2915.31.00,Ethyl acetate,29.0,IV,18%
2435,2915.32.00,Vinyl acetate,29.0,IV,18%
2436,2915.33.00,N-butyl acetate,29.0,IV,18%
2437,2915.34.00,Isobutyl acetate,29.0,IV,18%
2438,2915.35.00,Ethoxyethyl acetate-2,29.0,IV,18%
2439,2915.39.00,Other esters of acetic acid,29.0,IV,18%
2440,2915.39.10,Benzyl acetate,29.0,IV,18%
2441,2915.39.20,Bormyl acetate and Iso bormyl acetate,29.0,IV,18%
2442,2915.39.30,Linalyl acetate,29.0,IV,18%
2443,2915.39.40,Methyl acetate,29.0,IV,18%
2444,2915.39.50,Phenyle propyl acetate,29.0,IV,18%
2445,,,,,
2446,2915.39.60,Ter phynyle acetate,29.0,IV,18%
2447,2915.40.00,"Chloroacetic acid, their salts and esters",29.0,IV,18%
2448,2915.40.10,"Monochloroacetic acid, their salts and esters",29.0,IV,18%
2449,2915.40.20,"Dichloroacetic acid, their salts and esters",29.0,IV,18%
2450,2915.40.30,"Trichloroacetic acid, their salts and esters",29.0,IV,18%
2451,2915.50.00,"Propionic acid, its salts and esters",29.0,IV,18%
2452,2915.60.00,"Butyric acid, valeric acid, their salts and esters",29.0,IV,18%
2453,2915.60.10,"Butanoic acid, their salts and esters",29.0,IV,18%
2454,2915.60.20,"Propionic acid, their salts and esters",29.0,IV,18%
2455,2915.70.00,"Plamitic acid, stearic acid, their salts and esters",29.0,IV,18%
2456,2915.70.10,Plamitic acid,29.0,IV,18%
2457,2915.70.20,Stearic acid,29.0,IV,18%
2458,2915.70.30,Glycerol monostearate,29.0,IV,18%
2459,2915.70.40,"H.C.O. Fatty acid (including 12-Hydroxy
stearic acid)",29.0,IV,18%
2460,2915.70.50,D.C.O Fatty Acid,29.0,IV,18%
2461,2915.90.00,"Other saturated acyclic monocarboxylic acids,
their anhydrides, halides",29.0,IV,18%
2462,2915.90.10,Acetyl chloride,29.0,IV,18%
2463,2915.90.20,Octoic acid (caprylic acid),29.0,IV,18%
2464,2915.90.30,Hexoic acid (caproic acid),29.0,IV,18%
2465,2916.00.00,"Unsaturated acyclic monocarboxylic acids,
cyclic monocarboxylic acids, their anhydrides,
halides, peroxides and peroxyacids; their
halogenated, sulphonated, nitrated or
nitrosated derivatives.",29.0,IV,18%
2466,2916.11.00,Acrylic acid and its salts,29.0,IV,18%
2467,2916.12.00,Esters of acrylic acid,29.0,IV,18%
2468,2916.13.00,Methacrylic acid and its salts,29.0,IV,18%
2469,2916.13.10,Methacrylic acid,29.0,IV,18%
2470,2916.14.00,Esters of methacrylic acid,29.0,IV,18%
2471,2916.15.00,"Oleic, linoleic, linolenic acids, their salts and
esters",29.0,IV,18%
2472,2916.15.10,Oleic acid,29.0,IV,18%
2473,2916.19.00,"Other unsaturated acyclic monocarboxylic
acids, their anhydrides, halides",29.0,IV,18%
2474,2916.19.10,Undecylanic acid,29.0,IV,18%
2475,2916.19.20,"Bismuth compounds of unsaturated acyclic
monocacids",29.0,IV,18%
2476,2916.19.30,"Potassium compounds of unsaturated acyclic
monocacids",29.0,IV,18%
2477,,,,,
2478,2916.19.40,"Sodium compounds of unsaturated acyclic
monocacids",29.0,IV,18%
2479,2916.19.50,"Esters of unsaturated acyclic monocacids not
elsewhere specified",29.0,IV,18%
2480,2916.19.60,Sorbic acid,29.0,IV,18%
2481,2916.20.00,"Cyclanic, cyclenic, cycloterpenic
monocarboxylic acids, their derivatives",29.0,IV,18%
2482,2916.31.00,"Benzoic acid, its salts and esters",29.0,IV,18%
2483,2916.31.10,Benzoic acid,29.0,IV,18%
2484,2916.31.20,Benzyl acetate,29.0,IV,18%
2485,2916.31.30,Methyl benzoate,29.0,IV,18%
2486,2916.31.40,Sodium benzoate,29.0,IV,18%
2487,2916.31.50,Benzocaine (ethylpara-amino benzoate),29.0,IV,18%
2488,2916.31.60,Orthochloro benzoic acid,29.0,IV,18%
2489,2916.32.00,"Benzoyl peroxide, benzoyl chloride",29.0,IV,18%
2490,2916.33.00,"Phenylacetic acid, its salts and esters",29.0,IV,18%
2491,2916.34.00,Phenylacetic acids and its salts,29.0,IV,18%
2492,2916.35.00,Esters of phenylacetic acid,29.0,IV,18%
2493,2916.39.00,"Other aromatic monocarboxylic acids, their
anhydrides, halides, peroxides",29.0,IV,18%
2494,2916.39.10,Cinnamic acid,29.0,IV,18%
2495,2916.39.20,Bismuth compounds of aromatic monoacids,29.0,IV,18%
2496,2916.39.30,Potassium compounds of aromatic acids,29.0,IV,18%
2497,2916.39.40,Sodium compounds of aromatic monoacids,29.0,IV,18%
2498,2916.39.50,"Esters of aromatic monoacids not elsewhere
specified",29.0,IV,18%
2499,2917.00.00,"Polycarboxylic acids, their anhydrides, halides,
peroxides and peroxyacids; their halogenated,
sulphonated, nitrated or nitrosated derivatives",29.0,IV,18%
2500,2917.11.00,"Oxalic acid, its salts and esters",29.0,IV,18%
2501,2917.11.10,Oxalic acid,29.0,IV,18%
2502,2917.11.20,Calcium oxalate,29.0,IV,18%
2503,2917.11.30,Strontium oxalate,29.0,IV,18%
2504,2917.11.40,Diethyl oxalate,29.0,IV,18%
2505,2917.12.00,"Adipic acid, its salts and esters",29.0,IV,18%
2506,2917.13.00,"Azelaic acid, sebacic acid, their salts and esters",29.0,IV,18%
2507,2917.14.00,Maleic anhydride,29.0,IV,18%
2508,2917.19.00,"Other acyclic polycarboxylic acids, their
anhydrides, halides, peroxides",29.0,IV,18%
2509,2917.19.10,Maleic acid,29.0,IV,18%
2510,2917.19.20,Malonic acid,29.0,IV,18%
2511,2917.19.30,Succinic acid,29.0,IV,18%
2512,,,,,
2513,2917.19.40,Ferrous fumerata,29.0,IV,18%
2514,2917.19.50,Fumric acid,29.0,IV,18%
2515,2917.19.60,Itaconic acid,29.0,IV,18%
2516,2917.19.70,"Ethoxy methylene malonate, diethyl malonate",29.0,IV,18%
2517,2917.20.00,"Cyclanic, cyclenic, cycloterpenic polycarboxylic
acids, their derivatives",29.0,IV,18%
2518,2917.31.00,Dibutyl orthophthalates,29.0,IV,18%
2519,2917.32.00,Dioctyl orthophthalates,29.0,IV,18%
2520,2917.33.00,"Dinonyl orthophthalates, didecyl
orthophthalates",29.0,IV,18%
2521,2917.34.00,Other esters of orthophthalic acid,29.0,IV,18%
2522,2917.35.00,Phthalic anhydride,29.0,IV,18%
2523,2917.36.00,Terephthalic acid and its salts,29.0,IV,18%
2524,2917.37.00,Dimethyl terephthalate,29.0,IV,18%
2525,2917.39.00,"Other oromatic polycarboxylic acids, their
anhydrides, halides, peroxides",29.0,IV,18%
2526,2917.39.10,Dibutyl phthalate,29.0,IV,18%
2527,2917.39.20,Dioctyl phthalate,29.0,IV,18%
2528,2917.39.30,Phthalic acid,29.0,IV,18%
2529,2917.39.40,Dimethyl phthalate,29.0,IV,18%
2530,2917.39.50,Trimellitic anhydride,29.0,IV,18%
2531,2917.39.60,Isophthalic acid,29.0,IV,18%
2532,2918.00.00,"Carboxylic acids with additional oxygen
function and their anhydrides, halides,
peroxides and peroxyacids; their halogenated,
sulphonated, nitrated or nitrosated derivatives",29.0,IV,18%
2533,2918.11.00,"Lactic acid, its salts and esters",29.0,IV,18%
2534,2918.11.10,Lactic acid,29.0,IV,18%
2535,2918.11.20,Calcium lactate,29.0,IV,18%
2536,2918.12.00,Tartaric acid,29.0,IV,18%
2537,2918.13.00,Citric acid,29.0,IV,18%
2538,2918.14.00,Calcium acid,29.0,IV,18%
2539,2918.15.00,Salts and esters of citric acid,29.0,IV,18%
2540,2918.16.00,"Gluconic acid, its salts and esters",29.0,IV,18%
2541,2918.16.10,Calcium gluconate,29.0,IV,18%
